event_id,slug,match,start_time_utc,team_a,team_b,outcome,market_id,market_question,market_yes_price,market_no_vig_probability,model_probability,calibrated_probability,edge,ev_per_dollar,full_kelly_fraction,deploy_fraction,deploy_amount,max_loss,profit_if_win,best_bid,best_ask,model_pick,market_pick,recommended
351783,fifwc-col-prt-2026-06-27,Colombia vs. Portugal,2026-06-27T23:30:00Z,Colombia,Portugal,Draw,1897433,Will Colombia vs. Portugal end in a draw?,0.285,0.280788,0.164072,0.232076,-0.052924,-0.1857,0.0,0,0.0,0.0,0,0.28,0.29,Portugal,Portugal,PASS
351783,fifwc-col-prt-2026-06-27,Colombia vs. Portugal,2026-06-27T23:30:00Z,Colombia,Portugal,Portugal,1897435,Will Portugal win on 2026-06-27?,0.465,0.458128,0.613442,0.529966,0.064966,0.139712,0.121432,0.02,20.0,20.0,23.01,0.46,0.47,Portugal,Portugal,YES
351784,fifwc-cdr-uzb-2026-06-27,DR Congo vs. Uzbekistan,2026-06-27T23:30:00Z,Congo DR,Uzbekistan,Congo DR,1897437,Will DR Congo win on 2026-06-27?,0.415,0.408867,0.164169,0.305223,-0.109777,-0.264523,0.0,0,0.0,0.0,0,0.41,0.42,Uzbekistan,Congo DR,PASS
351784,fifwc-cdr-uzb-2026-06-27,DR Congo vs. Uzbekistan,2026-06-27T23:30:00Z,Congo DR,Uzbekistan,Draw,1897438,Will DR Congo vs. Uzbekistan end in a draw?,0.29,0.285714,0.139609,0.224181,-0.065819,-0.226962,0.0,0,0.0,0.0,0,0.28,0.3,Uzbekistan,Congo DR,PASS
351784,fifwc-cdr-uzb-2026-06-27,DR Congo vs. Uzbekistan,2026-06-27T23:30:00Z,Congo DR,Uzbekistan,Uzbekistan,1897439,Will Uzbekistan win on 2026-06-27?,0.31,0.305419,0.696222,0.479031,0.169031,0.545262,0.244973,0.02,20.0,20.0,44.52,0.3,0.32,Uzbekistan,Congo DR,YES
351786,fifwc-alg-aut-2026-06-27,Algeria vs. Austria,2026-06-28T02:00:00Z,Algeria,Austria,Algeria,1897443,Will Algeria win on 2026-06-27?,0.255,0.251232,0.27565,0.264037,0.009037,0.035441,0.012131,0.003033,3.03,3.03,8.86,0.25,0.26,Austria,Austria,PASS
351786,fifwc-alg-aut-2026-06-27,Algeria vs. Austria,2026-06-28T02:00:00Z,Algeria,Austria,Draw,1897444,Will Algeria vs. Austria end in a draw?,0.315,0.310345,0.18683,0.258906,-0.056094,-0.178076,0.0,0,0.0,0.0,0,0.31,0.32,Austria,Austria,PASS
351786,fifwc-alg-aut-2026-06-27,Algeria vs. Austria,2026-06-28T02:00:00Z,Algeria,Austria,Austria,1897445,Will Austria win on 2026-06-27?,0.445,0.438424,0.53752,0.485492,0.040492,0.090992,0.072958,0.018239,18.24,18.24,22.75,0.44,0.45,Austria,Austria,YES
351785,fifwc-jor-arg-2026-06-27,Jordan vs. Argentina,2026-06-28T02:00:00Z,Jordan,Argentina,Jordan,1897440,Will Jordan win on 2026-06-27?,0.0605,0.06047,0.008115,0.037573,-0.022927,-0.378951,0.0,0,0.0,0.0,0,0.06,0.061,Argentina,Argentina,PASS
351785,fifwc-jor-arg-2026-06-27,Jordan vs. Argentina,2026-06-28T02:00:00Z,Jordan,Argentina,Draw,1897441,Will Jordan vs. Argentina end in a draw?,0.115,0.114943,0.1,0.108435,-0.006565,-0.057085,0.0,0,0.0,0.0,0,0.11,0.12,Argentina,Argentina,PASS
351785,fifwc-jor-arg-2026-06-27,Jordan vs. Argentina,2026-06-28T02:00:00Z,Jordan,Argentina,Argentina,1897442,Will Argentina win on 2026-06-27?,0.825,0.824588,0.891885,0.854273,0.029273,0.035482,0.167272,0.02,20.0,20.0,4.24,0.82,0.83,Argentina,Argentina,YES
