match_date,match_id,year,side,team,opponent,population,wealth_gdp_ppp,avg_temp_c,rank,population_score,wealth_score,climate_score,ranking_score,score_for,score_against,actual,city,host_country
1994-06-25,21,1994,a,Argentina,Nigeria,34613491.0,10103.0297415979,14.8,7,0.567600736681059,0.4372156236930275,0.9911505004882849,0.6364047587727383,2,1,win,Foxborough,United States
1994-06-25,21,1994,b,Nigeria,Argentina,107935714.0,2853.33080416608,26.8,20,0.7001955973174883,0.1906038938193187,0.4867522559599716,0.44024445363833975,1,2,loss,Foxborough,United States
1994-06-25,22,1994,a,Belgium,Netherlands,10115603.0,21518.2541385756,10.7,23,0.4241780797034398,0.5846866967425381,0.8408053791958005,0.4141297960952067,1,0,win,Orlando,United States
1994-06-25,22,1994,b,Netherlands,Belgium,15382838.0,22413.5258774144,10.4,5,0.47304875051835377,0.5926375399383722,0.8240037097874372,0.6992749298851911,0,1,loss,Orlando,United States
1994-06-25,23,1994,a,Saudi Arabia,Morocco,12750040.0,48903.5791696777,26.0,41,0.451163039430934,0.7448131766710907,0.5394075072376266,0.30611537636325226,2,1,win,East Rutherford,United States
1994-06-25,23,1994,b,Morocco,Saudi Arabia,26000822.0,3314.78149414063,18.3,37,0.5342430611903006,0.2198428735487151,0.967873075176895,0.32529640685768524,1,2,loss,East Rutherford,United States
1994-06-26,24,1994,a,Bulgaria,Greece,8443591.0,7337.56505256554,10.6,47,0.4031139274575757,0.3748329649471963,0.835270211411272,0.2805961021972452,4,0,win,Chicago,United States
1994-06-26,24,1994,b,Greece,Bulgaria,10512922.0,14667.1010047956,15.4,64,0.42866976646851146,0.5099248982676482,0.9977802450856064,0.22290857125944596,0,4,loss,Chicago,United States
1994-06-26,25,1994,a,Switzerland,Colombia,6993795.0,30265.4119215667,6.5,12,0.38115053352193073,0.6512191775224315,0.5728686816364933,0.5356927280555478,0,2,loss,Palo Alto,United States
1994-06-26,25,1994,b,Colombia,Switzerland,35127410.0,6173.63611479219,24.8,15,0.5693190389893463,0.34114403122424725,0.6200068879809457,0.4939981341875903,2,0,win,Palo Alto,United States
1994-06-26,26,1994,a,United States,Romania,263126000.0,27694.853416234,8.6,42,0.8040870151559608,0.6339067048946594,0.7131776783554898,0.30161272495171176,0,1,loss,Pasadena,United States
1994-06-26,26,1994,b,Romania,United States,22730211.0,4995.38530173463,9.1,13,0.518569732664062,0.2998375236290898,0.7453593045429804,0.5207366687435742,1,0,win,Pasadena,United States
1994-06-27,27,1994,a,Bolivia,Spain,7727322.0,3331.48694317208,20.0,86,0.3927789277954249,0.2208233974248218,0.9059551911095096,0.16770079005058014,1,3,loss,Chicago,United States
1994-06-27,27,1994,b,Spain,Bolivia,39549108.0,15582.4470419042,13.3,9,0.5831418995030097,0.5217328890667124,0.9559974818331,0.5894464086047984,3,1,win,Chicago,United States
1994-06-27,28,1994,a,Germany,South Korea,81438348.0,22869.2124447891,9.6,2,0.667353920798432,0.5965633129851801,0.776592510126528,0.8704847618765743,3,2,win,Dallas,United States
1994-06-27,28,1994,b,South Korea,Germany,44641540.0,12551.1693533946,11.5,30,0.5972632575929625,0.4795373775577809,0.8824969025845955,0.3644828960641646,2,3,loss,Dallas,United States
1994-06-28,29,1994,a,Brazil,Sweden,159265006.0,7727.24541738904,25.0,2,0.7455523372078952,0.38492592894476646,0.6065306597126334,0.8704847618765743,1,1,draw,Pontiac,United States
1994-06-28,29,1994,b,Sweden,Brazil,8780745.0,21835.0182217095,2.1,9,0.40767877098931354,0.5875370504766189,0.3034148339163076,0.5894464086047984,1,1,draw,Pontiac,United States
1994-06-28,30,1994,a,Republic of Ireland,Norway,3590386.0,17011.4382733955,9.3,10,0.30341376461288844,0.538846785736149,0.7579796312276883,0.5697596917617653,0,0,draw,East Rutherford,United States
1994-06-28,30,1994,b,Norway,Republic of Ireland,4336613.0,23027.353929175,1.5,28,0.32542957035314996,0.5979074524010377,0.27312123280177847,0.3773742825258869,0,0,draw,East Rutherford,United States
1994-06-28,31,1994,a,Italy,Mexico,56843400.0,21368.5687948064,13.5,3,0.6254350825363034,0.583325144997896,0.962154491713458,0.7947232043023992,1,1,draw,"Washington, D.C.",United States
1994-06-28,31,1994,b,Mexico,Italy,89259205.0,9465.90235452203,21.0,12,0.6780448587502019,0.4245101852526633,0.8569968914352789,0.5356927280555478,1,1,draw,"Washington, D.C.",United States
1994-06-28,32,1994,a,Russia,Cameroon,148407912.0,5734.421875,-5.1,15,0.7373206419933854,0.32674910277736857,0.0640424024615019,0.4939981341875903,6,1,win,Palo Alto,United States
1994-06-28,32,1994,b,Cameroon,Russia,12704903.0,1751.68522971639,24.6,39,0.45074956790307824,0.09543707513670674,0.6334696366573507,0.31545987304597345,1,6,loss,Palo Alto,United States
1994-06-29,33,1994,a,Belgium,Saudi Arabia,10115603.0,21518.2541385756,10.7,17,0.4241780797034398,0.5846866967425381,0.8408053791958005,0.4706112767948082,0,1,loss,"Washington, D.C.",United States
1994-06-29,33,1994,b,Saudi Arabia,Belgium,12750040.0,48903.5791696777,26.0,37,0.451163039430934,0.7448131766710907,0.5394075072376266,0.32529640685768524,1,0,win,"Washington, D.C.",United States
1994-06-29,34,1994,a,Morocco,Netherlands,26000822.0,3314.78149414063,18.3,40,0.5342430611903006,0.2198428735487151,0.967873075176895,0.31072921551491406,1,2,loss,Orlando,United States
1994-06-29,34,1994,b,Netherlands,Morocco,15382838.0,22413.5258774144,10.4,5,0.47304875051835377,0.5926375399383722,0.8240037097874372,0.6992749298851911,2,1,win,Orlando,United States
1994-06-30,35,1994,a,Argentina,Bulgaria,34613491.0,10103.0297415979,14.8,6,0.567600736681059,0.4372156236930275,0.9911505004882849,0.6652079661789736,0,2,loss,Dallas,United States
1994-06-30,35,1994,b,Bulgaria,Argentina,8443591.0,7337.56505256554,10.6,44,0.4031139274575757,0.3748329649471963,0.835270211411272,0.2929204138936311,2,0,win,Dallas,United States
1994-06-30,36,1994,a,Greece,Nigeria,10512922.0,14667.1010047956,15.4,70,0.42866976646851146,0.5099248982676482,0.9977802450856064,0.2061644505345036,0,2,loss,Foxborough,United States
1994-06-30,36,1994,b,Nigeria,Greece,107935714.0,2853.33080416608,26.8,23,0.7001955973174883,0.1906038938193187,0.4867522559599716,0.4141297960952067,2,0,win,Foxborough,United States
1994-07-02,37,1994,a,Germany,Belgium,81438348.0,22869.2124447891,9.6,1,0.667353920798432,0.5965633129851801,0.776592510126528,1.0,3,2,win,Chicago,United States
1994-07-02,37,1994,b,Belgium,Germany,10115603.0,21518.2541385756,10.7,23,0.4241780797034398,0.5846866967425381,0.8408053791958005,0.4141297960952067,2,3,loss,Chicago,United States
1994-07-02,38,1994,a,Spain,Switzerland,39549108.0,15582.4470419042,13.3,9,0.5831418995030097,0.5217328890667124,0.9559974818331,0.5894464086047984,3,0,win,"Washington, D.C.",United States
1994-07-02,38,1994,b,Switzerland,Spain,6993795.0,30265.4119215667,6.5,17,0.38115053352193073,0.6512191775224315,0.5728686816364933,0.4706112767948082,0,3,loss,"Washington, D.C.",United States
1994-07-03,39,1994,a,Romania,Argentina,22730211.0,4995.38530173463,9.1,11,0.518569732664062,0.2998375236290898,0.7453593045429804,0.5519508901404825,3,2,win,Pasadena,United States
1994-07-03,39,1994,b,Argentina,Romania,34613491.0,10103.0297415979,14.8,9,0.567600736681059,0.4372156236930275,0.9911505004882849,0.5894464086047984,2,3,loss,Pasadena,United States
1994-07-03,40,1994,a,Saudi Arabia,Sweden,12750040.0,48903.5791696777,26.0,33,0.451163039430934,0.7448131766710907,0.5394075072376266,0.34667409444288166,1,3,loss,Dallas,United States
1994-07-03,40,1994,b,Sweden,Saudi Arabia,8780745.0,21835.0182217095,2.1,8,0.40767877098931354,0.5875370504766189,0.3034148339163076,0.6114542856297229,3,1,win,Dallas,United States
1994-07-04,41,1994,a,Netherlands,Republic of Ireland,15382838.0,22413.5258774144,10.4,5,0.47304875051835377,0.5926375399383722,0.8240037097874372,0.6992749298851911,2,0,win,Orlando,United States
1994-07-04,41,1994,b,Republic of Ireland,Netherlands,3590386.0,17011.4382733955,9.3,11,0.30341376461288844,0.538846785736149,0.7579796312276883,0.5519508901404825,0,2,loss,Orlando,United States
1994-07-04,42,1994,a,United States,Brazil,263126000.0,27694.853416234,8.6,44,0.8040870151559608,0.6339067048946594,0.7131776783554898,0.2929204138936311,0,1,loss,Palo Alto,United States
1994-07-04,42,1994,b,Brazil,United States,159265006.0,7727.24541738904,25.0,2,0.7455523372078952,0.38492592894476646,0.6065306597126334,0.8704847618765743,1,0,win,Palo Alto,United States
1994-07-05,43,1994,a,Mexico,Bulgaria,89259205.0,9465.90235452203,21.0,11,0.6780448587502019,0.4245101852526633,0.8569968914352789,0.5519508901404825,1,1,draw,East Rutherford,United States
1994-07-05,43,1994,b,Bulgaria,Mexico,8443591.0,7337.56505256554,10.6,39,0.4031139274575757,0.3748329649471963,0.835270211411272,0.31545987304597345,1,1,draw,East Rutherford,United States
1994-07-05,44,1994,a,Nigeria,Italy,107935714.0,2853.33080416608,26.8,19,0.7001955973174883,0.1906038938193187,0.4867522559599716,0.44982865656530246,1,2,loss,Foxborough,United States
1994-07-05,44,1994,b,Italy,Nigeria,56843400.0,21368.5687948064,13.5,3,0.6254350825363034,0.583325144997896,0.962154491713458,0.7947232043023992,2,1,win,Foxborough,United States
1994-07-09,45,1994,a,Italy,Spain,56843400.0,21368.5687948064,13.5,3,0.6254350825363034,0.583325144997896,0.962154491713458,0.7947232043023992,2,1,win,Foxborough,United States
1994-07-09,45,1994,b,Spain,Italy,39549108.0,15582.4470419042,13.3,8,0.5831418995030097,0.5217328890667124,0.9559974818331,0.6114542856297229,1,2,loss,Foxborough,United States
1994-07-09,46,1994,a,Netherlands,Brazil,15382838.0,22413.5258774144,10.4,5,0.47304875051835377,0.5926375399383722,0.8240037097874372,0.6992749298851911,2,3,loss,Dallas,United States
1994-07-09,46,1994,b,Brazil,Netherlands,159265006.0,7727.24541738904,25.0,2,0.7455523372078952,0.38492592894476646,0.6065306597126334,0.8704847618765743,3,2,win,Dallas,United States
1994-07-10,47,1994,a,Bulgaria,Germany,8443591.0,7337.56505256554,10.6,37,0.4031139274575757,0.3748329649471963,0.835270211411272,0.32529640685768524,2,1,win,East Rutherford,United States
1994-07-10,47,1994,b,Germany,Bulgaria,81438348.0,22869.2124447891,9.6,2,0.667353920798432,0.5965633129851801,0.776592510126528,0.8704847618765743,1,2,loss,East Rutherford,United States
1994-07-10,48,1994,a,Romania,Sweden,22730211.0,4995.38530173463,9.1,9,0.518569732664062,0.2998375236290898,0.7453593045429804,0.5894464086047984,2,2,draw,Palo Alto,United States
1994-07-10,48,1994,b,Sweden,Romania,8780745.0,21835.0182217095,2.1,7,0.40767877098931354,0.5875370504766189,0.3034148339163076,0.6364047587727383,2,2,draw,Palo Alto,United States
1994-07-13,49,1994,a,Bulgaria,Italy,8443591.0,7337.56505256554,10.6,34,0.4031139274575757,0.3748329649471963,0.835270211411272,0.3410960386713825,1,2,loss,East Rutherford,United States
1994-07-13,49,1994,b,Italy,Bulgaria,56843400.0,21368.5687948064,13.5,3,0.6254350825363034,0.583325144997896,0.962154491713458,0.7947232043023992,2,1,win,East Rutherford,United States
1994-07-13,50,1994,a,Sweden,Brazil,8780745.0,21835.0182217095,2.1,7,0.40767877098931354,0.5875370504766189,0.3034148339163076,0.6364047587727383,0,1,loss,Pasadena,United States
1994-07-13,50,1994,b,Brazil,Sweden,159265006.0,7727.24541738904,25.0,1,0.7455523372078952,0.38492592894476646,0.6065306597126334,1.0,1,0,win,Pasadena,United States
1994-07-16,51,1994,a,Sweden,Bulgaria,8780745.0,21835.0182217095,2.1,7,0.40767877098931354,0.5875370504766189,0.3034148339163076,0.6364047587727383,4,0,win,Pasadena,United States
1994-07-16,51,1994,b,Bulgaria,Sweden,8443591.0,7337.56505256554,10.6,35,0.4031139274575757,0.3748329649471963,0.835270211411272,0.3356796886579294,0,4,loss,Pasadena,United States
1994-07-17,52,1994,a,Brazil,Italy,159265006.0,7727.24541738904,25.0,1,0.7455523372078952,0.38492592894476646,0.6065306597126334,1.0,0,0,draw,Pasadena,United States
1994-07-17,52,1994,b,Italy,Brazil,56843400.0,21368.5687948064,13.5,2,0.6254350825363034,0.583325144997896,0.962154491713458,0.8704847618765743,0,0,draw,Pasadena,United States
1998-06-10,53,1998,a,Brazil,Scotland,169159655.0,8598.80569222596,25.0,1,0.7525795106898034,0.40577114193888353,0.6065306597126334,1.0,2,1,win,Saint-Denis,France
1998-06-10,53,1998,b,Scotland,Brazil,58487141.0,23689.2365924637,8.3,41,0.6287586389864096,0.6034347889799276,0.6935113630255842,0.30611537636325226,1,2,loss,Saint-Denis,France
1998-06-10,54,1998,a,Morocco,Norway,27621648.0,3740.35913085938,18.3,17,0.541293343188161,0.24340300424402112,0.967873075176895,0.4706112767948082,2,2,draw,Montpellier,France
1998-06-10,54,1998,b,Norway,Morocco,4431464.0,28200.2971651847,1.5,9,0.327952116342085,0.6374343713909983,0.27312123280177847,0.5894464086047984,2,2,draw,Montpellier,France
1998-06-11,55,1998,a,Cameroon,Austria,14144860.0,1975.15598939833,24.6,47,0.4632668647124794,0.11885660181464282,0.6334696366573507,0.2805961021972452,1,1,draw,Toulouse,France
1998-06-11,55,1998,b,Austria,Cameroon,7976789.0,26530.9354041171,6.4,40,0.39648335338145446,0.6255321795228063,0.5661541495171976,0.31072921551491406,1,1,draw,Toulouse,France
1998-06-11,56,1998,a,Italy,Chile,56906744.0,25075.3143427125,13.5,6,0.6255649314037864,0.6145259585468498,0.962154491713458,0.6652079661789736,2,2,draw,Bordeaux,France
1998-06-11,56,1998,b,Chile,Italy,15127799.0,8850.08106066969,8.5,26,0.4710995791228412,0.4113892385277441,0.7066482778577162,0.39122143062014847,2,2,draw,Bordeaux,France
1998-06-12,57,1998,a,France,South Africa,60190684.0,23262.7378060388,11.7,3,0.6321059644779491,0.5998911222694984,0.8921367932761701,0.7947232043023992,3,0,win,Marseille,France
1998-06-12,57,1998,b,South Africa,France,46223880.0,7463.44455141236,17.8,44,0.6013242265181339,0.37815077194923225,0.9801986733067553,0.2929204138936311,0,3,loss,Marseille,France
1998-06-12,58,1998,a,Paraguay,Bulgaria,4900025.0,7226.70095729429,23.6,52,0.33967043169814143,0.37186343515845716,0.7000922199176511,0.2617061924967228,0,0,draw,Montpellier,France
1998-06-12,58,1998,b,Bulgaria,Paraguay,8256786.0,6178.05769921083,10.6,33,0.4005055831004831,0.3412836771937447,0.835270211411272,0.34667409444288166,0,0,draw,Montpellier,France
1998-06-12,59,1998,a,Saudi Arabia,Denmark,14922185.0,48867.2501424353,26.0,26,0.4695040681087052,0.7446682255851267,0.5394075072376266,0.39122143062014847,0,1,loss,Lens,France
1998-06-12,59,1998,b,Denmark,Saudi Arabia,5304219.0,25798.8322910817,8.3,11,0.3489114729228549,0.620074239404871,0.6935113630255842,0.5519508901404825,1,0,win,Lens,France
1998-06-13,60,1998,a,South Korea,Mexico,46286503.0,15500.1476038649,11.5,13,0.6014820705073222,0.5206999906704847,0.8824969025845955,0.5207366687435742,1,3,loss,Lyon,France
1998-06-13,60,1998,b,Mexico,South Korea,95575245.0,10755.5944103753,21.0,19,0.6860159112366105,0.44942396411969754,0.8569968914352789,0.44982865656530246,3,1,win,Lyon,France
1998-06-13,61,1998,a,Netherlands,Belgium,15707209.0,27748.824897953,10.4,6,0.4754816322198507,0.6342864475881841,0.8240037097874372,0.6652079661789736,0,0,draw,Saint-Denis,France
1998-06-13,61,1998,b,Belgium,Netherlands,10203008.0,24370.3723671522,10.7,21,0.4251811457550862,0.6089639536230411,0.8408053791958005,0.43112796307513745,0,0,draw,Saint-Denis,France
1998-06-13,62,1998,a,Spain,Nigeria,40223509.0,19082.8420038702,13.3,5,0.5851132293830653,0.5612587958730862,0.9559974818331,0.6992749298851911,2,3,loss,Nantes,France
1998-06-13,62,1998,b,Nigeria,Spain,119846254.0,3021.60341151961,26.8,50,0.7123993383525697,0.20178040367159913,0.4867522559599716,0.2690346216469566,3,2,win,Nantes,France
1998-06-14,63,1998,a,Argentina,Japan,36372860.0,11835.6769869109,14.8,8,0.5733811064977744,0.4680888138527877,0.9911505004882849,0.6114542856297229,1,0,win,Toulouse,France
1998-06-14,63,1998,b,Japan,Argentina,126400000.0,25508.4207628332,14.6,26,0.7186067012902028,0.6178661497146802,0.9879741303512339,0.39122143062014847,0,1,loss,Toulouse,France
1998-06-14,64,1998,a,Jamaica,Croatia,2569736.0,6543.19022715352,25.7,50,0.26442007782603155,0.35248365328789477,0.5594492456339912,0.2690346216469566,1,3,loss,Lens,France
1998-06-14,64,1998,b,Croatia,Jamaica,4532135.0,9889.58932942162,11.9,13,0.3305710519250634,0.4330507633474795,0.9014367207433535,0.5207366687435742,3,1,win,Lens,France
1998-06-14,65,1998,a,Serbia,Iran,7567745.0,6460.31581585098,11.4,16,0.3903460557784115,0.34999741439502635,0.8775535639640376,0.48193904750629724,1,0,win,Saint-Étienne,France
1998-06-14,65,1998,b,Iran,Serbia,64519859.0,10284.7044582579,17.3,37,0.6402036536634169,0.44069189774973766,0.9896221268507549,0.32529640685768524,0,1,loss,Saint-Étienne,France
1998-06-15,66,1998,a,England,Tunisia,58487141.0,23689.2365924637,9.3,4,0.6287586389864096,0.6034347889799276,0.7579796312276883,0.7409695237531486,2,0,win,Marseille,France
1998-06-15,66,1998,b,Tunisia,England,9541667.0,5579.3872567308,19.2,37,0.41736806092655065,0.32140316369950944,0.9387464321565271,0.32529640685768524,0,2,loss,Marseille,France
1998-06-15,67,1998,a,Germany,United States,82047195.0,25445.8585366297,9.6,2,0.668222312003093,0.617387179251655,0.776592510126528,0.8704847618765743,2,0,win,Paris,France
1998-06-15,67,1998,b,United States,Germany,275854000.0,32853.6725949234,8.6,29,0.8095944942672483,0.6672246280723362,0.7131776783554898,0.370817434616976,0,2,loss,Paris,France
1998-06-15,68,1998,a,Romania,Colombia,22507344.0,5544.665819254,9.1,14,0.5174209582649165,0.3201855401527951,0.7453593045429804,0.5068895206493126,1,0,win,Lyon,France
1998-06-15,68,1998,b,Colombia,Romania,37792165.0,6853.84144017033,24.8,45,0.577843976152752,0.36153095990958883,0.6200068879809457,0.2887213384899895,0,1,loss,Lyon,France
1998-06-16,69,1998,a,Brazil,Morocco,169159655.0,8598.80569222596,25.0,1,0.7525795106898034,0.40577114193888353,0.6065306597126334,1.0,3,0,win,Nantes,France
1998-06-16,69,1998,b,Morocco,Brazil,27621648.0,3740.35913085938,18.3,17,0.541293343188161,0.24340300424402112,0.967873075176895,0.4706112767948082,0,3,loss,Nantes,France
1998-06-16,70,1998,a,Scotland,Norway,58487141.0,23689.2365924637,8.3,45,0.6287586389864096,0.6034347889799276,0.6935113630255842,0.2887213384899895,1,1,draw,Bordeaux,France
1998-06-16,70,1998,b,Norway,Scotland,4431464.0,28200.2971651847,1.5,9,0.327952116342085,0.6374343713909983,0.27312123280177847,0.5894464086047984,1,1,draw,Bordeaux,France
1998-06-17,71,1998,a,Chile,Austria,15127799.0,8850.08106066969,8.5,25,0.4710995791228412,0.4113892385277441,0.7066482778577162,0.39854985977038226,1,1,draw,Saint-Étienne,France
1998-06-17,71,1998,b,Austria,Chile,7976789.0,26530.9354041171,6.4,42,0.39648335338145446,0.6255321795228063,0.5661541495171976,0.30161272495171176,1,1,draw,Saint-Étienne,France
1998-06-17,72,1998,a,Italy,Cameroon,56906744.0,25075.3143427125,13.5,6,0.6255649314037864,0.6145259585468498,0.962154491713458,0.6652079661789736,3,0,win,Montpellier,France
1998-06-17,72,1998,b,Cameroon,Italy,14144860.0,1975.15598939833,24.6,46,0.4632668647124794,0.11885660181464282,0.6334696366573507,0.28461455797178103,0,3,loss,Montpellier,France
1998-06-18,73,1998,a,France,Saudi Arabia,60190684.0,23262.7378060388,11.7,3,0.6321059644779491,0.5998911222694984,0.8921367932761701,0.7947232043023992,4,0,win,Saint-Denis,France
1998-06-18,73,1998,b,Saudi Arabia,France,14922185.0,48867.2501424353,26.0,29,0.4695040681087052,0.7446682255851267,0.5394075072376266,0.370817434616976,0,4,loss,Saint-Denis,France
1998-06-18,74,1998,a,South Africa,Denmark,46223880.0,7463.44455141236,17.8,46,0.6013242265181339,0.37815077194923225,0.9801986733067553,0.28461455797178103,1,1,draw,Toulouse,France
1998-06-18,74,1998,b,Denmark,South Africa,5304219.0,25798.8322910817,8.3,10,0.3489114729228549,0.620074239404871,0.6935113630255842,0.5697596917617653,1,1,draw,Toulouse,France
1998-06-19,75,1998,a,Nigeria,Bulgaria,119846254.0,3021.60341151961,26.8,40,0.7123993383525697,0.20178040367159913,0.4867522559599716,0.31072921551491406,1,0,win,Paris,France
1998-06-19,75,1998,b,Bulgaria,Nigeria,8256786.0,6178.05769921083,10.6,33,0.4005055831004831,0.3412836771937447,0.835270211411272,0.34667409444288166,0,1,loss,Paris,France
1998-06-19,76,1998,a,Spain,Paraguay,40223509.0,19082.8420038702,13.3,5,0.5851132293830653,0.5612587958730862,0.9559974818331,0.6992749298851911,0,0,draw,Saint-Étienne,France
1998-06-19,76,1998,b,Paraguay,Spain,4900025.0,7226.70095729429,23.6,51,0.33967043169814143,0.37186343515845716,0.7000922199176511,0.26533448109720736,0,0,draw,Saint-Étienne,France
1998-06-20,77,1998,a,Belgium,Mexico,10203008.0,24370.3723671522,10.7,18,0.4251811457550862,0.6089639536230411,0.8408053791958005,0.4599311704813728,2,2,draw,Bordeaux,France
1998-06-20,77,1998,b,Mexico,Belgium,95575245.0,10755.5944103753,21.0,16,0.6860159112366105,0.44942396411969754,0.8569968914352789,0.48193904750629724,2,2,draw,Bordeaux,France
1998-06-20,78,1998,a,Japan,Croatia,126400000.0,25508.4207628332,14.6,28,0.7186067012902028,0.6178661497146802,0.9879741303512339,0.3773742825258869,0,1,loss,Nantes,France
1998-06-20,78,1998,b,Croatia,Japan,4532135.0,9889.58932942162,11.9,13,0.3305710519250634,0.4330507633474795,0.9014367207433535,0.5207366687435742,1,0,win,Nantes,France
1998-06-20,79,1998,a,Netherlands,South Korea,15707209.0,27748.824897953,10.4,8,0.4754816322198507,0.6342864475881841,0.8240037097874372,0.6114542856297229,5,0,win,Marseille,France
1998-06-20,79,1998,b,South Korea,Netherlands,46286503.0,15500.1476038649,11.5,17,0.6014820705073222,0.5206999906704847,0.8824969025845955,0.4706112767948082,0,5,loss,Marseille,France
1998-06-21,80,1998,a,Argentina,Jamaica,36372860.0,11835.6769869109,14.8,8,0.5733811064977744,0.4680888138527877,0.9911505004882849,0.6114542856297229,5,0,win,Paris,France
1998-06-21,80,1998,b,Jamaica,Argentina,2569736.0,6543.19022715352,25.7,53,0.26442007782603155,0.35248365328789477,0.5594492456339912,0.2581470183752065,0,5,loss,Paris,France
1998-06-21,81,1998,a,Germany,Serbia,82047195.0,25445.8585366297,9.6,2,0.668222312003093,0.617387179251655,0.776592510126528,0.8704847618765743,2,2,draw,Lens,France
1998-06-21,81,1998,b,Serbia,Germany,7567745.0,6460.31581585098,11.4,14,0.3903460557784115,0.34999741439502635,0.8775535639640376,0.5068895206493126,2,2,draw,Lens,France
1998-06-21,82,1998,a,United States,Iran,275854000.0,32853.6725949234,8.6,30,0.8095944942672483,0.6672246280723362,0.7131776783554898,0.3644828960641646,1,2,loss,Lyon,France
1998-06-21,82,1998,b,Iran,United States,64519859.0,10284.7044582579,17.3,39,0.6402036536634169,0.44069189774973766,0.9896221268507549,0.31545987304597345,2,1,win,Lyon,France
1998-06-22,83,1998,a,Colombia,Tunisia,37792165.0,6853.84144017033,24.8,50,0.577843976152752,0.36153095990958883,0.6200068879809457,0.2690346216469566,1,0,win,Montpellier,France
1998-06-22,83,1998,b,Tunisia,Colombia,9541667.0,5579.3872567308,19.2,39,0.41736806092655065,0.32140316369950944,0.9387464321565271,0.31545987304597345,0,1,loss,Montpellier,France
1998-06-22,84,1998,a,Romania,England,22507344.0,5544.665819254,9.1,13,0.5174209582649165,0.3201855401527951,0.7453593045429804,0.5207366687435742,2,1,win,Toulouse,France
1998-06-22,84,1998,b,England,Romania,58487141.0,23689.2365924637,9.3,4,0.6287586389864096,0.6034347889799276,0.7579796312276883,0.7409695237531486,1,2,loss,Toulouse,France
1998-06-23,85,1998,a,Brazil,Norway,169159655.0,8598.80569222596,25.0,1,0.7525795106898034,0.40577114193888353,0.6065306597126334,1.0,1,2,loss,Marseille,France
1998-06-23,85,1998,b,Norway,Brazil,4431464.0,28200.2971651847,1.5,10,0.327952116342085,0.6374343713909983,0.27312123280177847,0.5697596917617653,2,1,win,Marseille,France
1998-06-23,86,1998,a,Chile,Cameroon,15127799.0,8850.08106066969,8.5,25,0.4710995791228412,0.4113892385277441,0.7066482778577162,0.39854985977038226,1,1,draw,Nantes,France
1998-06-23,86,1998,b,Cameroon,Chile,14144860.0,1975.15598939833,24.6,50,0.4632668647124794,0.11885660181464282,0.6334696366573507,0.2690346216469566,1,1,draw,Nantes,France
1998-06-23,87,1998,a,Italy,Austria,56906744.0,25075.3143427125,13.5,6,0.6255649314037864,0.6145259585468498,0.962154491713458,0.6652079661789736,2,1,win,Saint-Denis,France
1998-06-23,87,1998,b,Austria,Italy,7976789.0,26530.9354041171,6.4,40,0.39648335338145446,0.6255321795228063,0.5661541495171976,0.31072921551491406,1,2,loss,Saint-Denis,France
1998-06-23,88,1998,a,Scotland,Morocco,58487141.0,23689.2365924637,8.3,41,0.6287586389864096,0.6034347889799276,0.6935113630255842,0.30611537636325226,0,3,loss,Saint-Étienne,France
1998-06-23,88,1998,b,Morocco,Scotland,27621648.0,3740.35913085938,18.3,20,0.541293343188161,0.24340300424402112,0.967873075176895,0.44024445363833975,3,0,win,Saint-Étienne,France
1998-06-24,89,1998,a,France,Denmark,60190684.0,23262.7378060388,11.7,3,0.6321059644779491,0.5998911222694984,0.8921367932761701,0.7947232043023992,2,1,win,Lyon,France
1998-06-24,89,1998,b,Denmark,France,5304219.0,25798.8322910817,8.3,12,0.3489114729228549,0.620074239404871,0.6935113630255842,0.5356927280555478,1,2,loss,Lyon,France
1998-06-24,90,1998,a,Nigeria,Paraguay,119846254.0,3021.60341151961,26.8,35,0.7123993383525697,0.20178040367159913,0.4867522559599716,0.3356796886579294,1,3,loss,Toulouse,France
1998-06-24,90,1998,b,Paraguay,Nigeria,4900025.0,7226.70095729429,23.6,49,0.33967043169814143,0.37186343515845716,0.7000922199176511,0.27280951754547655,3,1,win,Toulouse,France
1998-06-24,91,1998,a,South Africa,Saudi Arabia,46223880.0,7463.44455141236,17.8,45,0.6013242265181339,0.37815077194923225,0.9801986733067553,0.2887213384899895,2,2,draw,Bordeaux,France
1998-06-24,91,1998,b,Saudi Arabia,South Africa,14922185.0,48867.2501424353,26.0,30,0.4695040681087052,0.7446682255851267,0.5394075072376266,0.3644828960641646,2,2,draw,Bordeaux,France
1998-06-24,92,1998,a,Spain,Bulgaria,40223509.0,19082.8420038702,13.3,8,0.5851132293830653,0.5612587958730862,0.9559974818331,0.6114542856297229,6,1,win,Lens,France
1998-06-24,92,1998,b,Bulgaria,Spain,8256786.0,6178.05769921083,10.6,38,0.4005055831004831,0.3412836771937447,0.835270211411272,0.3203134184418768,1,6,loss,Lens,France
1998-06-25,93,1998,a,Belgium,South Korea,10203008.0,24370.3723671522,10.7,18,0.4251811457550862,0.6089639536230411,0.8408053791958005,0.4599311704813728,1,1,draw,Paris,France
1998-06-25,93,1998,b,South Korea,Belgium,46286503.0,15500.1476038649,11.5,23,0.6014820705073222,0.5206999906704847,0.8824969025845955,0.4141297960952067,1,1,draw,Paris,France
1998-06-25,94,1998,a,Germany,Iran,82047195.0,25445.8585366297,9.6,3,0.668222312003093,0.617387179251655,0.776592510126528,0.7947232043023992,2,0,win,Montpellier,France
