market_id,question,slug,market_type,team,group,yes_price,no_price,liquidity,volume,end_date,model_probability,calibrated_yes_probability,recommended_side,trade_probability,trade_price,edge,ev_per_dollar,full_kelly_fraction,deploy_fraction,deploy_amount,max_loss,profit_if_win
558959,Will Iran win the 2026 FIFA World Cup?,will-iran-win-the-2026-fifa-world-cup-788,outright_winner,Iran,,0.0015,0.9985,11008682.85687,49551735.89578997,2026-07-20T00:00:00Z,0.00075,0.001172,PASS,0.998828,0.9985,0.000328,0.000329,0.218826,0.0,0.0,0.0,0.0
558954,Will Tunisia win the 2026 FIFA World Cup?,will-tunisia-win-the-2026-fifa-world-cup-165,outright_winner,Tunisia,,0.0005,0.9995,16783548.47589,35888342.263686016,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558960,Will Uzbekistan win the 2026 FIFA World Cup?,will-uzbekistan-win-the-2026-fifa-world-cup-773,outright_winner,Uzbekistan,,0.0005,0.9995,14209130.24739,60239272.13841757,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558962,Will Jordan win the 2026 FIFA World Cup?,will-jordan-win-the-2026-fifa-world-cup-233,outright_winner,Jordan,,0.0005,0.9995,19681854.87248,31955403.821882773,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558964,Will South Africa win the 2026 FIFA World Cup?,will-south-africa-win-the-2026-fifa-world-cup,outright_winner,South Africa,,0.0005,0.9995,13528026.95297,38700174.00789427,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558977,Will Haiti win the 2026 FIFA World Cup?,will-haiti-win-the-2026-fifa-world-cup,outright_winner,Haiti,,0.0005,0.9995,19666871.71319,32316094.821820088,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558978,Will Curaçao win the 2026 FIFA World Cup?,will-curaao-win-the-2026-fifa-world-cup,outright_winner,Curaçao,,0.0005,0.9995,18954325.29814,42549992.22691622,2026-07-20T00:00:00Z,0.0,0.000281,PASS,0.999719,0.9995,0.000219,0.000219,0.437653,0.0,0.0,0.0,0.0
558957,Will New Zealand win the 2026 FIFA World Cup?,will-new-zealand-win-the-2026-fifa-world-cup-635,outright_winner,New Zealand,,0.0005,0.9995,19807628.11581,45846724.73264519,2026-07-20T00:00:00Z,5e-05,0.000303,PASS,0.999697,0.9995,0.000197,0.000197,0.393888,0.0,0.0,0.0,0.0
558970,Will Cape Verde win the 2026 FIFA World Cup?,will-cape-verde-win-the-2026-fifa-world-cup,outright_winner,Cape Verde,,0.0005,0.9995,19049241.67446,40503944.697164044,2026-07-20T00:00:00Z,5e-05,0.000303,PASS,0.999697,0.9995,0.000197,0.000197,0.393888,0.0,0.0,0.0,0.0
558972,Will Saudi Arabia win the 2026 FIFA World Cup?,will-saudi-arabia-win-the-2026-fifa-world-cup,outright_winner,Saudi Arabia,,0.0005,0.9995,12924099.78728,49374382.02288372,2026-07-20T00:00:00Z,5e-05,0.000303,PASS,0.999697,0.9995,0.000197,0.000197,0.393888,0.0,0.0,0.0,0.0
558979,Will Panama win the 2026 FIFA World Cup?,will-team-z-win-the-2026-fifa-world-cup-316,outright_winner,Panama,,0.0005,0.9995,19565195.92237,19699159.555756878,2026-07-20T00:00:00Z,5e-05,0.000303,PASS,0.999697,0.9995,0.000197,0.000197,0.393888,0.0,0.0,0.0,0.0
558982,Will Iraq win the 2026 FIFA World Cup?,will-iraq-win-the-2026-fifa-world-cup,outright_winner,Iraq,,0.0005,0.9995,19805742.09611,29453505.602710936,2026-07-20T00:00:00Z,5e-05,0.000303,PASS,0.999697,0.9995,0.000197,0.000197,0.393888,0.0,0.0,0.0,0.0
839961,Will Iraq win Group I in the 2026 FIFA World Cup?,will-the-winner-of-boliviairaqsuriname-playoff-win-group-i-in-the-2026-fifa-world-cup,group_winner,Iraq,I,0.008,0.992,131990.14377,101631.76519499996,2026-06-27T00:00:00Z,0.00765,0.007847,PASS,0.992153,0.992,0.000153,0.000154,0.019147,0.0,0.0,0.0,0.0
558971,Will Qatar win the 2026 FIFA World Cup?,will-qatar-win-the-2026-fifa-world-cup,outright_winner,Qatar,,0.0005,0.9995,18695033.66615,42286929.66833187,2026-07-20T00:00:00Z,0.00015,0.000347,PASS,0.999653,0.9995,0.000153,0.000153,0.306357,0.0,0.0,0.0,0.0
